query,candidate_count,candidate_ids_fnv1a64,exact_id_distance_fnv1a64,exact_best_id,exact_topk_used,exact_topk_ids,exact_topk_boundary_distance,exact_first_outside_distance,exact_boundary_gap,exact_reference_scope
30,2580,377c15c55324890f,134c92d6acf9cbe4,1942,100,"1942|22015|52655|23903|7896|46011|3958|53098|18086|20108|30310|13353|41268|19779|4802|2232|47815|27035|49720|17306|12935|45022|50661|59704|40045|59869|5829|44200|48237|13865|25556|36680|42938|23637|32889|30192|34076|9451|6680|372|74|21382|57827|50628|38143|55858|35462|26797|21613|28388|11220|57308|56931|3726|16270|26165|31084|14226|48871|38896|20913|28461|45323|6695|53819|37766|53671|41119|6611|55212|7120|15802|43544|28338|43517|4238|34114|18880|52385|14576|11862|58599|3271|14513|45688|12415|20439|48456|5051|57712|59913|58981|29158|31167|20343|13482|51535|12530|27236|24208",0.52583787952967653,0.52593448781046581,9.6608280789278744e-05,canonical_raw_float64_squared_L2
31,2577,d8c5801ca10ea03d,2b8e6a39d3aa8681,1968,100,"1968|58110|32526|53103|31431|41331|26537|27473|52671|23413|37782|48795|51154|33948|17234|35659|36632|49412|3816|54746|25427|57025|31672|30816|29827|17536|35857|14873|26698|59038|15656|31191|33595|52556|33566|25931|6754|49813|43501|39874|58302|15960|3865|41632|31748|18542|22428|9084|53088|831|35600|8186|3710|13049|4429|15596|43738|30390|9515|24000|1743|1132|44334|15118|57788|26265|11406|19649|35745|40274|51838|54648|38721|39756|48884|11139|9468|48270|8053|14444|46447|12450|58842|2056|23968|9753|22838|36596|50992|36243|52926|11239|45221|33309|27476|27898|55131|10725|1675|42510",0.53114202831486912,0.53153439857234108,0.00039237025747196341,canonical_raw_float64_squared_L2
32,1901,a28aacb6d6820abf,03d13c7e8bc34538,2071,100,"2071|43526|58436|19459|51650|49304|27903|52056|20451|9104|2527|57460|9793|24098|51316|33311|32093|42115|56297|36869|4626|47424|43703|14477|44154|38437|54925|33340|12833|23614|40820|9547|45178|41583|30098|32449|53290|17391|24574|48883|42038|11852|49396|14223|31574|28891|17278|45831|38739|24598|55553|46378|19847|43543|24845|24558|13842|48170|51000|13663|44229|10432|39066|27270|25705|12953|28852|56674|17880|35784|49233|16837|29464|18732|28575|14957|12177|15426|58745|45638|8240|30085|43225|43446|31155|25809|4628|10184|37317|4873|10037|55581|43842|19191|3153|58263|46316|54957|38513|13496",0.68632827596481172,0.68684453158400927,0.00051625561919754759,canonical_raw_float64_squared_L2
33,2247,29c93760476cf624,8f59af3944b17dfe,2107,100,"2107|11208|47579|4337|54037|59951|8444|5956|26493|51093|11033|58061|53521|58241|10470|9418|36650|12430|7256|27825|17514|54216|28525|13090|24101|1878|3053|56262|54854|13334|17353|59097|28716|11836|373|8695|31987|20256|21158|6518|36289|18603|16907|38053|43907|23010|16624|2441|51932|13051|38921|39589|20722|50989|44257|52668|53483|6826|3949|25578|6459|57925|32183|29092|18706|54968|27080|35269|53534|23016|19036|34578|41745|55047|40947|58397|16733|19538|59356|53808|53451|9574|9674|30604|8447|51552|13650|7664|53825|18506|20658|2333|8890|38631|28921|17963|2034|24560|35929|34471",0.45055384120852915,0.45062520459671729,7.1363388188139254e-05,canonical_raw_float64_squared_L2
34,1943,7c499ceae0e20bcb,06d791268087eb6c,2214,100,"2214|52140|15687|19365|50651|6171|38871|14510|21350|48098|1304|30465|39405|3526|29045|38082|24173|8191|44920|53126|36736|58332|27483|12562|47427|8364|16849|48171|17061|12964|32879|18361|5040|41169|33344|26012|6438|1049|17447|47343|28774|31870|54252|52817|38024|65|3256|8650|10495|17428|48033|13798|56159|31115|52278|20456|44004|44947|59391|23662|33433|12743|2251|38157|32737|31399|12424|26443|59545|47641|22776|30362|20804|14609|39376|3149|1117|55170|25499|59623|59510|45008|38071|53795|50587|9683|56603|22494|45405|13586|28763|23717|31771|32223|3590|212|48279|56101|23115|34813",0.68829778556940346,0.68883483013075431,0.00053704456135084122,canonical_raw_float64_squared_L2
35,3419,3baad48ca310d689,c632225b7f19a9d9,2253,100,"2253|32526|31826|31191|55022|10935|25931|10861|7089|56461|42156|30915|32482|43663|26837|53340|15925|11406|15800|44040|82|16003|49412|34076|54184|15656|42893|48841|27476|17536|46851|16742|17546|53227|53932|56098|4278|51771|11239|2056|23915|27474|29541|48884|19588|22743|9468|30390|48447|25427|11459|22282|44041|14469|53596|8186|15960|42516|30816|9395|33848|14873|22428|45221|50380|10273|23413|2112|37368|36908|32997|30143|4789|2424|7811|52362|59038|42510|15474|33948|58681|52015|59893|48270|36069|47752|11003|43738|54571|55012|6548|54575|6146|35950|18033|46490|59825|19604|24429|52547",0.35907080229881483,0.35918062347473045,0.00010982117591562535,canonical_raw_float64_squared_L2
36,2158,8a16636448597a7d,849ac113074cf829,2264,100,"2264|19843|57038|46686|33490|53281|14793|22176|12675|1065|33558|59044|47853|53538|47152|33323|22676|4616|46216|24670|15189|48961|25847|21323|50559|56669|31649|14463|4165|53193|43157|36626|25859|51758|34482|39382|44765|13086|9067|17779|42267|28867|6757|22645|20671|44090|49443|58472|37903|37111|17154|17741|54234|3892|36137|28377|3301|34235|28986|22582|8296|30980|9903|6156|26195|11380|47969|6296|41999|46486|20022|54034|5639|47695|54453|4154|33179|50885|25683|51043|882|41460|23918|42729|52361|20038|25261|33960|17308|9579|58483|11362|59108|26060|34503|53378|59154|19684|17217|36365",0.41054980216312786,0.4106619263121456,0.00011212414901773382,canonical_raw_float64_squared_L2
37,1687,2ffe78759ab378eb,26e402c7e291cc04,2303,100,"2303|12932|59974|22745|16325|54288|10476|19289|10571|59466|9042|41336|3166|24188|6588|7147|23137|18030|52982|55092|9610|17606|26241|55108|41888|2385|29252|34210|31998|21056|19947|42385|8843|53144|28601|24616|48781|7915|49605|16681|38426|1476|26530|47779|7468|31607|52730|20720|39322|22182|1414|33417|56788|10421|58508|57030|42576|19609|23015|16359|34878|43326|27011|307|3477|18500|9623|58732|51811|28352|28154|6677|46357|49232|40273|58345|17515|12986|37505|45562|18982|2012|34569|48982|56679|31902|11448|47699|43280|47405|35043|16092|55663|57483|2597|9959|36818|21474|57571|44101",0.75822334683987136,0.75883891602172349,0.00061556918185212695,canonical_raw_float64_squared_L2
38,1754,78b5f4c2508d6ba9,431d8c71a888737a,2306,100,"2306|34523|12970|56379|44138|9965|11488|8544|14889|28027|54337|49702|46540|58028|53938|6754|31448|586|9022|1675|41761|25128|59306|12620|18201|44919|46461|45978|17833|36129|804|57721|20594|26059|15118|209|35222|7102|32991|21943|41218|59476|16723|23630|16089|24125|49088|42040|18364|5716|49829|8048|5424|11099|52099|56173|11532|22838|55368|45229|55125|7503|28539|13877|787|48804|10258|7131|53541|23850|41215|20025|13332|59865|18487|21289|14655|31447|33457|42473|112|32701|4821|35857|26506|18565|45227|20775|47423|54613|42090|24078|43394|42221|54720|42448|55966|28994|10299|21282",0.6817802973230308,0.68195286318083603,0.00017256585780522915,canonical_raw_float64_squared_L2
39,1797,c3c173b82dea2590,f4dff47e8ad07740,2380,100,"2380|47002|37138|18369|5388|19266|23225|9195|10075|14059|19620|59332|53982|46917|32164|26681|39212|23383|24718|16551|23575|26198|47364|35402|59674|30901|49260|35331|9302|46904|55332|14202|41032|7350|37074|45|54284|40508|44575|46401|52290|15159|18943|18209|56971|2497|58465|49973|32254|55470|46656|44812|2644|6365|30697|17263|26805|16077|36674|43964|43673|10071|40181|8317|7554|55107|46131|9652|3895|14278|30509|52493|49230|25689|683|39434|56193|35017|6991|35181|17881|33316|8517|17071|14676|32146|7692|9447|58426|41576|11230|48340|17875|29401|5627|52204|56273|48511|25119|13962",0.88560837557135885,0.88629865465658542,0.00069027908522656389,canonical_raw_float64_squared_L2
40,1921,d05a6fb39aba8cf5,f47b85481034bd25,2445,100,"2445|4845|38071|3648|34481|49065|14809|57385|53916|36280|1602|34890|8886|59367|10388|24296|23864|21680|44854|4028|2991|45167|47787|41310|54704|27548|9148|11485|17475|35433|37737|36512|18547|11549|26759|17977|30161|11594|37239|59117|56080|2016|17031|9487|59552|54267|4335|14687|54791|5559|2351|25404|9143|18860|11567|25703|27798|23115|59312|46866|13138|49124|48568|1049|5622|30598|17356|23717|16255|53157|6420|44245|26348|21221|7706|2768|8094|11589|50609|38273|51550|21138|34073|22166|47343|37050|32841|8650|12112|38082|16362|43893|22367|10533|47247|37161|39156|45235|39546|7357",0.69868569838793448,0.69899790703081777,0.00031220864288328265,canonical_raw_float64_squared_L2
41,1674,f591a5e7b9e18b50,6ad0d1f1f256fb9d,2568,100,"2568|39322|22316|32826|1570|29591|19947|24466|12955|23220|24580|48451|34673|36736|46679|301|29527|43371|21032|4609|1814|30650|43555|9516|13446|32975|33539|26596|58527|47213|34890|4983|1407|15458|45210|16250|275|212|29209|4496|9042|40090|33006|18311|2849|10157|7286|20559|9118|51191|4964|28137|17031|19481|12240|59227|12816|7271|42916|17791|42352|8576|18866|7147|26878|33307|44021|30103|51965|26218|8980|52595|48675|2997|14789|38809|9610|54465|432|59797|2765|16588|48982|6709|12937|42114|35494|40699|8037|6987|6087|21056|50961|22474|11472|38167|255|39893|54818|50753",0.73796687773309377,0.73957691470181008,0.0016100369687163107,canonical_raw_float64_squared_L2
42,2156,e2f49811b8cab5b5,ae9f920fcd9a1feb,2622,100,"2622|53606|57914|3138|32645|40811|39351|27255|36195|4449|44024|49466|7613|36755|16386|26072|28612|20597|7055|30841|23000|37231|30420|33082|35557|6184|43304|41633|38197|14215|38195|9810|53777|12803|21876|50467|16026|289|18852|48240|47809|23298|42070|23594|50437|16251|41708|57226|27720|22289|45903|28696|3524|12396|10698|1312|49296|29439|17300|22444|35394|58209|41318|41506|30038|11903|25263|41436|1536|10877|19651|3945|58724|29416|44224|2541|33283|12466|58636|7725|15440|28457|18874|11462|21222|58617|47630|1176|38510|18723|24908|21235|13187|44972|34819|27815|8071|40997|38953|7163",0.64186303295901126,0.64271878266627636,0.00085574970726509658,canonical_raw_float64_squared_L2
43,1855,9040d352f4b4eb18,99dc5caca2f3940c,2755,100,"2755|21214|26138|40850|26099|13787|11472|22612|14532|57271|58926|23104|43986|27539|33993|35774|42910|6533|35939|5815|41827|35975|13210|29083|40661|18332|50012|22173|51415|19624|44007|41327|2449|31063|4555|39255|10466|20758|21426|47962|35284|32756|16023|9745|17402|1265|21826|28076|2765|52550|469|29770|13034|23983|23532|39234|51381|28643|6460|11740|47741|15896|47079|54465|43603|40920|24861|31321|31716|56585|26983|39978|15862|53793|45429|12175|3810|39809|15732|32323|23544|27026|55704|58938|30789|11418|22494|26129|54750|35948|48803|15850|23755|43386|2485|18074|39748|35326|21805|55180",0.84610313697932926,0.84640744519951583,0.00030430822018656656,canonical_raw_float64_squared_L2
44,1966,577202831d1600f0,bec1dbf78a66c4f6,2757,100,"2757|39775|19891|48935|6360|19999|26227|18374|30393|45514|58995|21928|2768|7064|31315|23115|29223|19203|43679|55116|48454|2536|32827|32085|1298|29758|2445|2302|21572|32192|47511|48519|42634|36310|3850|23580|9396|7853|23717|3648|3749|59513|43170|55734|1232|41096|30354|17447|38082|16546|38430|38361|44249|24964|26348|32575|58190|45914|26251|33747|20430|16255|8457|22946|25371|59404|46639|28967|31047|4691|10780|53916|40699|15849|12576|5622|44721|56948|27831|57012|59091|21680|54069|56087|19365|30068|26841|35066|45174|51056|36948|44965|57067|1961|3755|35231|44612|9198|23624|58783",0.75579207388984171,0.75593164026706305,0.00013956637722134513,canonical_raw_float64_squared_L2
45,2481,5caefdc41d09d656,8441f925e1e2063e,2776,100,"2776|30505|29126|54491|29862|15587|37767|46245|46258|58536|45555|26566|30158|15656|32457|831|46115|8631|3271|44040|34713|29531|38150|53328|44260|12109|52961|26116|47547|47631|51622|2091|33197|7089|57508|363|46851|17714|51003|55344|38613|7559|47595|12797|30980|40597|9802|5456|41193|24572|705|15634|59825|5178|17382|7690|43738|25816|41688|39459|4753|24429|25427|42616|53698|27107|36243|14284|23473|13250|11641|1850|25498|11759|54644|26634|20904|6528|25250|16179|52609|30307|31475|8930|53899|10155|32523|16393|44288|10695|54475|8543|18320|49412|11819|13485|58412|59206|25469|11823",0.41770103644376888,0.41789575689285663,0.00019472044908774855,canonical_raw_float64_squared_L2
46,2351,e996e723f370244a,79d07dc5dc1a1925,2915,100,"2915|54353|27630|6644|58681|50347|20767|22128|39063|18404|6024|24379|31084|53344|56693|27897|6465|9278|36947|40892|27050|48451|8272|31719|26732|42702|53632|52338|26634|13865|22950|13378|2336|26911|40821|27477|40004|51771|8335|7767|2875|19388|19262|10916|2299|1958|35119|47055|16174|686|55603|50038|52686|47047|50746|26358|37615|45836|36044|48561|59893|36369|47120|24808|12552|20441|36561|56717|46646|27616|10815|24040|6892|14664|56213|31289|39337|26683|9855|53463|47412|33912|55434|21371|22424|52894|30379|57589|2060|34076|45518|22316|19552|1563|44578|22704|2413|10267|33555|1349",0.59087520373396907,0.5910701853416207,0.00019498160765163419,canonical_raw_float64_squared_L2
47,2078,3d6c3fb63f73ba0f,7f5524f9e2b7d34b,2928,100,"2928|19764|26168|15885|39858|8650|48675|30693|14209|45958|49785|8983|9340|41981|28245|19575|6678|45214|32771|46634|54943|4591|51808|26310|43635|16696|6493|58194|47226|59351|42473|19500|53074|58938|28957|39405|23280|48662|40092|35757|37203|15110|59803|58219|59404|44862|42318|38650|34336|48603|43661|16067|11009|11999|29545|1736|24886|1248|31890|50064|34632|30214|20296|14474|18093|48977|18895|30439|8215|36844|13383|13657|32684|48854|34141|14967|3|54080|57449|44009|56459|38682|59110|27899|15790|1393|45787|4536|15528|46995|58139|58527|14336|38250|31747|59797|1418|54237|50961|45535",0.7138621810930712,0.71414147230686564,0.00027929121379444144,canonical_raw_float64_squared_L2
48,2652,f94cd4ece5ee7690,9e093689c1c119d0,2937,100,"2937|25039|18595|35170|13361|41652|50501|16333|36638|6686|59049|16507|18426|17597|23411|37835|21091|24649|49492|53118|44365|44274|27567|40513|51029|35455|12147|26595|15991|52353|58167|18224|9901|26139|14352|49077|29736|45155|14291|10660|57259|48218|38020|53224|13434|10930|47145|39133|12679|44238|17603|5075|40302|12434|5308|26513|11209|21908|23152|30143|7137|22356|26773|50777|27474|54940|13127|34045|14881|26834|32362|30287|10196|8703|24531|12765|33953|32650|50862|43493|35732|48163|7254|39527|31487|3730|57163|28186|2650|26075|3371|22428|11398|8253|52639|33715|25134|33364|25293|39452",0.57071766078391017,0.57072787477535825,1.0213991448071447e-05,canonical_raw_float64_squared_L2
49,1571,92aebbc4ecd715f1,71fa3b6ba498f5fb,3040,100,"3040|26785|28577|54624|49614|38306|21266|36362|50418|54526|34849|49741|16165|50900|26063|25663|27525|46244|6596|56825|34339|37481|16353|36814|24875|34127|31698|814|29010|38956|54655|23743|47823|14881|25153|2691|10768|13870|1321|45178|44990|50896|3920|22198|30339|56578|2337|37194|7065|18867|47788|9107|4439|53959|12987|10048|43222|54665|12006|29381|34103|685|57890|17682|21524|46578|27968|41353|46291|24015|39456|48775|7296|47919|30283|15362|36608|7094|3780|285|29298|45870|12039|27834|39163|54323|20849|38338|37484|44322|12329|13993|11199|32654|40857|33358|18858|4596|17877|58375",0.69497862623466011,0.69509614332818437,0.00011751709352425532,canonical_raw_float64_squared_L2
50,2226,9c3d111452374f41,01f7752b7f29064e,3126,100,"3126|44240|59696|42106|109|6630|49238|51987|37440|56291|38327|39572|34824|50530|45356|33774|52458|58727|1821|28337|54852|3344|49090|41010|49542|20852|13386|41170|25857|20950|23960|55783|1914|48606|10368|8425|9893|18749|46646|8658|53288|16286|51409|546|6480|20441|30998|55923|5170|24493|47315|17939|44321|4454|19668|55400|25691|48887|58400|12972|10934|51287|56868|29118|47568|45487|16511|7013|49588|24444|6288|9050|34975|19587|21331|42157|49247|54351|14572|21866|15548|35943|31545|18236|12024|52869|44010|53350|41359|44727|37326|29919|716|55893|44567|12868|56851|6646|17700|24878",0.42560117035725736,0.42602547221271514,0.00042430185545777599,canonical_raw_float64_squared_L2
51,2741,f54eefa182737ba6,47f9a3daa2bf26b8,3164,100,"3164|38845|45878|36726|32013|34600|8366|39639|51099|11851|38996|57800|41194|37450|51003|47552|36881|53605|19312|49950|38209|41878|50254|21168|8889|16675|720|1540|51303|38054|25321|51028|4588|53340|15765|22813|30707|42760|49441|13673|22909|12619|55740|51189|26116|33791|27914|19690|22709|25255|57101|55523|36419|43663|44259|21929|24882|57181|9126|14620|47354|29249|5252|35887|59825|21517|43507|36069|22857|27092|20333|4296|9543|27193|19561|22170|28732|41777|15656|38810|17372|57190|18757|11819|49835|17635|6710|15477|17663|36242|19281|47846|15116|45320|7811|32018|31501|16874|40597|33529",0.40053120567427691,0.40091386269421136,0.00038265701993445145,canonical_raw_float64_squared_L2
52,3156,9ccaa4593beb9b66,05f53ebea44f2b7e,3200,100,"3200|7715|22428|55802|30143|30367|8186|15960|27474|24184|15925|47653|30390|17191|9084|36908|2253|44274|21908|23413|29550|48789|53103|31175|17302|24187|19545|34076|55022|52671|31382|31487|22068|5680|1675|54127|21640|32412|58978|48884|52053|52556|483|31826|16974|30212|49655|35950|13186|31299|1436|59546|44365|39874|26319|17536|32482|32997|42893|32193|55960|9468|58302|20919|18426|53816|57466|50380|10861|57773|7020|1374|37368|46991|10238|18542|28203|12324|56461|34272|10935|57365|52015|16687|52547|58150|45022|21247|22838|33885|20766|6146|17546|42229|14444|21747|2043|23519|45533|11241",0.43958406978229425,0.43980814293787934,0.00022407315558509167,canonical_raw_float64_squared_L2
53,1826,8b88c1f9e0353373,4cf808581d19db57,3269,100,"3269|34677|48133|35084|50985|56556|17386|5371|20250|18567|21830|45732|59643|22784|40707|41685|16988|13695|32040|3137|8529|55188|10681|5516|40988|17692|36466|57986|47114|36634|23551|28753|10301|35382|55804|7709|33428|16480|46186|40068|38493|29938|38985|22417|23819|28418|26828|26292|35433|21545|57194|40915|6057|21632|23311|9169|12979|18747|21937|5174|51387|10415|1378|20380|15643|27435|21887|407|8318|35556|940|23615|26597|10639|11272|52789|25736|38726|9654|3702|46488|28371|10118|2483|18345|7841|38919|38626|1034|8468|9762|58680|11524|8298|219|4514|30580|27731|8787|4292",0.78747380001798517,0.78818820399331757,0.00071440397533240052,canonical_raw_float64_squared_L2
54,1697,d45899337eda58f8,d230bc89712fa3fc,3296,100,"3296|21066|40628|37093|896|27725|37663|10719|15464|33013|24218|4144|26379|18724|29770|25019|7059|48707|29474|8367|24848|26897|34542|54017|19906|25511|1923|25429|18037|26449|13338|57740|54448|58369|3567|59717|46968|39248|52501|43607|53952|47462|22258|13715|38517|30352|6639|6035|36029|21926|5815|28795|23149|24313|21187|13469|36520|51788|49789|30196|2934|59521|45586|29353|26485|35284|26129|58398|20884|11969|12344|30822|53706|32969|38640|11997|54943|41215|42023|17090|15224|4055|24903|11638|8490|59659|29627|52312|12990|31033|21303|30823|10088|36805|28875|43549|54011|31614|9778|36348",0.64064051167967262,0.64118228256982945,0.00054177089015683411,canonical_raw_float64_squared_L2
55,2360,09f8c74668baefd3,7046400246dc1a13,3341,100,"3341|10757|55420|14065|34281|10649|8621|33091|13932|13550|32645|18556|44024|41810|37890|11093|48214|4810|14041|42858|14608|18533|23470|25430|26283|39461|18441|10007|30474|41184|47115|58808|45836|6994|41297|7163|39543|43994|21038|52168|44516|6319|49518|18021|24705|58647|32515|39413|8720|1596|4710|32237|42946|2400|14553|16806|26062|41442|21201|29332|3524|34458|16674|40823|54551|43912|34686|2409|40538|11738|35557|58987|18507|44110|41286|37206|8851|50456|40263|38600|26910|9662|39913|39889|26441|33627|13783|59201|25509|51489|41160|4403|50900|22073|6517|43431|50094|33066|42570|58209",0.58387142512070755,0.58422279920806897,0.00035137408736141129,canonical_raw_float64_squared_L2
56,2451,eadef57a7bee408a,a08fe50fee2f08b9,3368,100,"3368|36494|29417|57082|50265|42144|34359|34135|7360|44546|37628|30182|45024|52153|38681|15982|17752|42132|22471|24414|58132|39734|41067|15307|34567|7387|23638|59232|37409|14341|44683|39671|42944|43037|2879|9038|59727|8967|16161|5155|41498|24984|126|26226|12200|56431|57806|38322|34230|39661|49427|30865|57190|20217|44172|31489|18432|23301|42792|25172|50712|15792|33535|15404|44220|53034|50113|57832|17167|38525|56858|27750|5273|57983|41779|18437|10591|43814|1234|967|52395|53858|43180|24456|55688|5589|33287|16071|38823|32748|21310|7934|26352|47253|40639|18700|26740|42182|19078|57551",0.45022404298929669,0.45049544709047618,0.00027140410117948433,canonical_raw_float64_squared_L2
57,1805,f87adb766390939f,6d7b313e23a31a42,3495,100,"3495|45192|24508|4336|43981|28964|1150|56925|38676|52029|44813|5872|26426|59621|4472|32732|25276|9643|18004|18499|2770|5239|9671|9546|36871|24611|2699|13373|46473|3826|30523|15064|19853|41384|36609|42096|39646|11573|23094|39166|26277|34996|38819|23621|33929|39616|39399|36676|15361|34247|7536|44903|17392|33649|24301|42403|53131|32517|38275|52598|44819|35287|51977|44144|45493|57539|54137|33199|42518|27859|4534|8002|15614|31194|7935|15265|51339|23810|337|12935|22828|2583|1318|48224|27810|15177|53455|55105|29547|11038|37887|23188|14642|34461|19023|6894|27290|57531|11279|18570",0.71170403461754961,0.71244547435159755,0.00074143973404794394,canonical_raw_float64_squared_L2
58,2550,3a2cc7c03a4dfca2,4227566fdd6398ba,3509,100,"3509|33531|51622|55985|9176|33791|38188|26819|59962|33183|14873|37450|29947|13556|47552|41878|41777|29827|15656|57848|9638|15596|21385|52025|32587|622|28428|33273|14620|55775|3816|10657|5946|59825|4209|56447|6853|17165|45115|2162|38001|53550|7811|30384|58928|27193|56773|42603|22750|31256|59534|45517|13435|10671|31191|48270|19370|831|23372|16290|25500|21929|13282|59423|34167|54491|52075|42059|41897|30282|41412|28188|27205|57095|42380|46245|45864|36243|42297|50799|32457|55702|38736|31577|28913|36383|12512|55131|36240|41931|25824|58069|23817|49835|35240|51003|36769|55310|56736|7560",0.42773376305981886,0.42787855350022785,0.0001447904404089928,canonical_raw_float64_squared_L2
59,1503,ef2552aaf38e4895,f3926a1dcdd2d4b4,3746,100,"3746|48563|22478|25840|33957|16748|24153|57787|50056|58618|22192|26670|27246|28256|17182|16623|20292|59390|38140|729|9613|52108|35539|48111|13019|35205|25216|26028|17902|53119|56876|47003|18773|53116|7050|34014|50148|49259|10114|9371|3370|7463|8947|25527|26702|40105|43767|39472|13935|53514|42594|37364|20562|19328|36528|14584|19170|55872|46875|17314|19270|27554|856|17615|2860|32833|11314|12995|31595|54889|37846|58432|57168|1764|45479|27513|24390|17575|23053|42959|20541|21670|20769|10635|52026|48404|25408|54998|15395|47870|18634|22412|14853|6449|57223|9165|3125|23748|36962|17413",0.99603831342956806,0.99610814316345175,6.9829733883697287e-05,canonical_raw_float64_squared_L2
60,2209,1cddcdf9895e01b6,0ee2fd4d85a686c6,3843,100,"3843|11859|56298|40591|35525|32935|17756|39614|28555|25687|21626|59454|18523|20655|19049|45668|36|47938|38012|9702|32342|8104|10958|19752|32137|34736|17498|45538|40844|57590|11816|36514|38896|12278|197|16621|4206|50223|13822|25456|2359|40763|33221|43004|4857|11250|14974|15156|18387|36603|3566|21021|52623|32524|18230|18743|9528|18245|9463|51462|49826|28594|51105|51637|9133|58243|51818|8829|58440|16780|30909|55252|37817|399|59654|53509|14968|19427|32208|51730|47917|28246|8034|132|37373|13542|40668|2106|6877|3270|40397|20390|50317|51123|15487|25240|27209|21778|47739|44324",0.58155470142749222,0.58199144164724792,0.00043674021975570465,canonical_raw_float64_squared_L2
61,2025,0d6c24c74af4f6d8,7c835b8ed2d3c02c,3859,100,"3859|28767|59852|41615|34462|54494|20350|20331|53301|19539|8358|58151|23425|37567|2829|17042|47543|15745|32506|43092|26937|2635|38694|48379|35381|14692|50724|3063|11515|32716|38987|448|24586|46810|53957|23509|9960|33613|30355|4045|3984|35300|36337|16186|4794|52380|17961|10868|8741|54242|17366|27625|26832|9853|44298|2718|25629|41010|12883|58186|5404|56716|37832|8120|749|55358|40344|31846|54812|12840|43214|26484|50398|46304|51891|29497|21802|45056|44691|50841|21298|40963|2220|15405|22234|11132|58876|20219|17858|39507|42734|5904|18846|59142|45173|49551|8489|50944|42586|30535",0.6468112448277723,0.64839188052141994,0.0015806356936476362,canonical_raw_float64_squared_L2
